Timestamp,Location,Latitude,Longitude,WQI,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
2024-01-01 00:00:00,Badarpur,28.4998707595028,77.30199529461642,65,5.3866379619568105,206.89680588125145,20416.6510300176,7.312751932833271,356.38427191664385,716.2591359746066,10.21818532447918,70.03311942680477,4.32090017506474,0
2024-01-01 01:00:00,Badarpur,28.48622254722667,77.29218479112626,75,10.94747263615245,146.88303822198975,27671.52260010992,7.279137186471621,333.073545745888,874.3041597600791,17.34650421485094,85.29292464505922,3.112317481644133,1
2024-01-01 02:00:00,Badarpur,28.501586976008195,77.30168718095815,75,6.276294989981585,184.95205738489005,28653.47234174889,6.519434941013332,335.2577772874467,855.3604520953982,11.198483060942408,66.62248509808484,4.342759276850004,1
2024-01-01 03:00:00,Badarpur,28.490883651177064,77.29684353417854,55,9.380007092014502,166.26975665274625,32471.45632350266,7.342534658664355,333.073545745888,970.3899326886132,12.779885345815046,56.7933172654129,4.5662536959670295,0
2024-01-01 04:00:00,Badarpur,28.492509969923642,77.29151009241464,100,6.584839333204741,196.13398500592663,16609.92548912884,6.6739774050955365,323.37235198449326,617.5961575425456,12.50155351190216,85.68214597229073,3.919954569326576,1
2024-01-01 05:00:00,Badarpur,28.49051179152086,77.29600063746777,85,8.27205509125987,204.22532906846263,24196.522678757345,8.44840522471032,332.8903824590433,768.0863955611125,15.157407524684343,71.02274371395475,5.140207742689406,1
2024-01-01 06:00:00,Badarpur,28.50414901903413,77.29315534445203,55,5.583832998476663,261.23382530839666,35278.6817427457,6.594616790228106,333.073545745888,1003.8357639393123,13.565387383549648,83.27489472218602,3.870156920624293,0
2024-01-01 07:00:00,Badarpur,28.488627722359375,77.307427243557,75,10.68296642580598,173.3754983501208,15758.740621388915,5.570783575394459,307.35258576592696,629.2396950218869,10.0908697516698,78.47278445385454,3.999775381550061,1
2024-01-01 08:00:00,Badarpur,28.503345546215673,77.30487888628895,100,7.036752103833548,213.54193229259064,22539.71161451215,6.957204178586864,334.0411862066902,743.2419890094529,11.623019157977636,69.61584964492826,3.3985925873166565,1
2024-01-01 09:00:00,Badarpur,28.48768185732845,77.299018153834,100,7.555822759422741,190.4619172664933,29411.628645120265,7.86887830943357,349.94894140528936,847.6817371286477,19.40814391395935,79.5555931048464,4.099168690603565,1
2024-01-01 10:00:00,Badarpur,28.49619831959574,77.30098771678934,100,6.744799074889901,204.08431824790853,20215.69751694188,6.125251637811496,304.5279373540632,734.6064113890413,12.014243001325156,72.6080760823959,4.86854263008631,1
2024-01-01 11:00:00,Badarpur,28.499674256312247,77.30015804929086,65,5.973951249276727,182.14332829158508,26804.10949146879,5.73798825900627,399.25369012854185,820.3590044847303,9.20997214694586,48.93732850040156,4.208923205336376,0
2024-01-01 12:00:00,Badarpur,28.498226176001292,77.3095527986017,65,3.798391049424724,189.61852792187895,18529.798030715072,6.888257231216979,396.1072300894985,659.9089505516849,15.266330895653653,86.68071073663342,4.833507857483394,0
2024-01-01 13:00:00,Badarpur,28.48985116961741,77.29646962568962,75,5.744504157048756,208.0700517880054,19457.639481105347,6.69394937956654,333.073545745888,685.9640705039951,15.60372925424997,82.31785396122956,3.5335001498780327,1
2024-01-01 14:00:00,Badarpur,28.48929174594671,77.29513370426291,75,4.137044912614196,116.33827811922914,17101.95156861621,8.652210468304967,322.892252322554,620.9736104857027,7.848312949150397,70.97700107955893,4.327356026643432,1
2024-01-01 15:00:00,Badarpur,28.48867692848818,77.29455225157737,75,6.369973529850304,128.6168684735884,13689.592073086058,9.066829967797382,333.073545745888,589.4196320221483,8.001414619789841,36.007524438476224,3.42706637445344,1
2024-01-01 16:00:00,Badarpur,28.50178037073149,77.2959142166384,45,9.313465892899943,133.14175116516057,41982.61065530991,6.628037164519292,417.24538778736473,1154.6803785978213,10.368230182150398,75.43614701212275,4.493612764909594,0
2024-01-01 17:00:00,Badarpur,28.503655939903634,77.30727151022027,100,7.997175822735124,214.8196268986121,20575.57315960785,6.191399219857796,312.0080944585862,718.0462951889499,17.70310392522049,70.29121365888354,4.817668211405948,1
2024-01-01 18:00:00,Badarpur,28.487289992429254,77.30402735771175,55,9.48960096649994,167.88762871252754,40032.41400480899,8.349206793755082,333.073545745888,1119.2626526592146,14.16831423855723,102.56784617405872,4.300694899087454,0
2024-01-01 19:00:00,Badarpur,28.491286062043095,77.29683436748135,90,7.553844615241808,212.26444113154653,14319.401369905912,5.793011891235034,362.85265384752256,606.3425364451784,18.176482958371025,66.62248509808484,4.374563849807857,1
2024-01-01 20:00:00,Badarpur,28.49476384409445,77.29272117318803,100,6.6282561973074925,198.8657430258765,15911.357508753115,7.517905882543813,342.0159239506881,641.0147421172262,15.005741987372405,38.845957626109126,4.464457184096776,1
2024-01-01 21:00:00,Badarpur,28.50357605597234,77.30928247852803,90,8.437875983021623,183.1066248848405,12856.92869494354,7.40001948091398,361.7796821265965,571.0223208722414,15.926920767801391,77.95126164870987,3.815468994490743,1
2024-01-01 22:00:00,Badarpur,28.487871568563715,77.29409623115484,50,10.628820911367818,193.43316279213036,14054.125487414609,10.328488971280226,327.0641849167144,554.9750569488874,14.0757873456472,66.36750317331158,5.140449466636444,0
2024-01-01 23:00:00,Badarpur,28.485421513754012,77.29503129845814,100,8.26830759203937,168.687890271917,13181.673516106885,6.383226137929187,298.3070930770492,562.5206199401064,12.366424357289134,79.20647326283952,4.405408198445283,1
2024-01-02 00:00:00,Badarpur,28.498552149481856,77.30185236137922,100,7.036752103833548,208.30383256343865,23495.307483305656,5.800340045149273,274.97527954788336,787.0059824184698,5.98033920599562,57.2030892162083,3.210752658318472,1
2024-01-02 01:00:00,Badarpur,28.49715263145866,77.29397432037149,55,8.719764331543185,219.77889849178385,30681.120257939838,7.26876508884632,340.91849040741107,888.863979379184,9.151209132982274,50.17859553556299,2.887725422454221,0
2024-01-02 02:00:00,Badarpur,28.493230953380934,77.30625974990477,90,7.036752103833548,239.4399530627979,15426.915078767292,8.731751182884095,392.31217341333775,598.0672338628642,14.162010466213758,70.76599159013853,3.4301673233947305,1
2024-01-02 03:00:00,Badarpur,28.490257578660298,77.3018526450954,75,6.283318586962638,228.52483859423225,11601.642382347663,6.322219151813606,333.073545745888,519.8639754215218,11.67967581507952,88.34594023279378,4.153989991461673,1
2024-01-02 04:00:00,Badarpur,28.490248695256682,77.29967394480816,55,3.9060783549561697,233.4028350124758,32144.79993361832,6.9948396173050975,348.3594482139767,945.1687635941519,9.6541256002684,63.74306384016444,3.902879711657464,0
2024-01-02 05:00:00,Badarpur,28.500435552186627,77.29839062208066,75,9.13079589890256,200.0323482662457,28273.603243437527,7.497526376826516,333.073545745888,894.5591173562793,12.860513918176252,64.17849389212562,3.0257073692803504,1
2024-01-02 06:00:00,Badarpur,28.500365092567943,77.29553522204019,100,7.036752103833548,195.83657257871016,14563.682649079745,9.315976850163413,333.073545745888,592.7878381915582,9.184400746791653,49.54012015333407,3.957011709406519,1
2024-01-02 07:00:00,Badarpur,28.493615747831313,77.2959167782033,75,6.099646705468387,237.9199267632531,20416.84099619073,8.457830699274377,333.073545745888,696.3845003289084,19.27005426046378,93.13800948154017,3.172789769152877,1
2024-01-02 08:00:00,Badarpur,28.50478365471347,77.3067214295842,70,7.036752103833548,155.67577693423152,52060.22680026684,2.577555273054553,365.0809632968772,1321.7005371055716,14.166602358927037,48.25430719011197,2.0007570315103718,1
2024-01-02 09:00:00,Badarpur,28.489920396045306,77.29370180268691,65,9.678050853902558,188.3687407851482,26402.703957347483,4.074141162371888,395.9042076651159,805.442165185532,16.917993803045192,91.4168799725022,3.0297003349809173,0
2024-01-02 10:00:00,Badarpur,28.497460369857198,77.29399145145176,75,9.79455869937693,129.87095837698382,20682.73174245486,9.390842592507877,291.980083478375,705.592746330806,11.853228088627532,78.7114694303526,2.9454187377034105,1
2024-01-02 11:00:00,Badarpur,28.48806515496609,77.29129573628134,50,8.92790592593881,188.0544191463757,22139.87884847068,4.252721409787046,376.3345659353764,734.461508287694,8.597973315529089,92.8283206111665,5.474354698144387,0
2024-01-02 12:00:00,Badarpur,28.491779703344974,77.29566996427155,90,7.481535362094441,218.261169772179,12088.41645033494,4.870660378027012,407.2965498146374,497.88580972796245,17.120962242035716,56.71102421410297,4.262065436945668,1
2024-01-02 13:00:00,Badarpur,28.48811402481963,77.30569271782748,100,8.08041524398239,166.89170013825074,18136.128858582844,6.867552960029958,333.073545745888,715.7105761977465,16.30779008749954,55.586141732364176,4.070824291566874,1
2024-01-02 14:00:00,Badarpur,28.48584789555616,77.30825603639808,80,7.036752103833548,169.77547524436926,37273.42922304459,8.02782988155462,240.89762892316972,1013.6441932090486,18.621697823314207,63.51951580858282,3.5737411060993765,1
2024-01-02 15:00:00,Badarpur,28.4990818529349,77.29725564530997,75,7.664793523351656,223.5784734635609,20259.72585030205,7.385414293946828,351.161331110397,704.539384597758,14.20522104568272,73.19247007486355,5.48169093434497,1
2024-01-02 16:00:00,Badarpur,28.500223646759537,77.29784046145716,80,7.191493718892235,175.4607816228668,34933.784401356046,5.42753272863003,332.1960481546365,1030.2313445617967,11.665994647010107,60.28193206492738,4.320683960630699,1
2024-01-02 17:00:00,Badarpur,28.502126337426766,77.29527025960955,90,7.581944679656733,193.2864626334158,21675.682866428637,9.821498519744832,381.9307439745554,748.4447855904665,16.109169169906238,92.60908363758074,4.833345773568087,1
2024-01-02 18:00:00,Badarpur,28.492037390866756,77.30095452369572,100,7.904053370906855,217.77163128141007,23575.991430246937,7.493024192606254,279.1466829796012,767.6120475745288,10.329557999920382,65.18054275904615,3.1372804215828185,1
